filename,steering_angle
img_00000.jpg,0.0
img_00001.jpg,0.0
img_00002.jpg,0.0
img_00003.jpg,0.0
img_00004.jpg,0.0
img_00005.jpg,-0.012799999676644802
img_00006.jpg,-0.11810000240802765
img_00007.jpg,-0.15289999544620514
img_00008.jpg,-0.19009999930858612
img_00009.jpg,-0.1826999932527542
img_00010.jpg,-0.164900004863739
img_00011.jpg,-0.14030000567436218
img_00012.jpg,-0.10520000010728836
img_00013.jpg,-0.0737999975681305
img_00014.jpg,-0.04659999907016754
img_00015.jpg,0.027799999341368675
img_00016.jpg,0.02459999918937683
img_00017.jpg,0.02669999934732914
img_00018.jpg,0.026200000196695328
img_00019.jpg,0.026200000196695328
img_00020.jpg,0.019899999722838402
img_00021.jpg,0.014700000174343586
img_00022.jpg,0.009399999864399433
img_00023.jpg,0.005200000014156103
img_00024.jpg,-0.004699999932199717
img_00025.jpg,-0.005200000014156103
img_00026.jpg,0.007300000172108412
img_00027.jpg,0.014700000174343586
img_00028.jpg,0.025100000202655792
img_00029.jpg,0.03790000081062317
img_00030.jpg,0.052400000393390656
img_00031.jpg,0.06340000033378601
img_00032.jpg,0.07540000230073929
img_00033.jpg,0.08380000293254852
img_00034.jpg,0.09059999883174896
img_00035.jpg,0.0957999974489212
img_00036.jpg,0.09629999846220016
img_00037.jpg,0.08900000154972076
img_00038.jpg,0.07280000299215317
img_00039.jpg,0.05649999901652336
img_00040.jpg,0.03669999912381172
img_00041.jpg,0.03669999912381172
img_00042.jpg,-0.01360000018030405
img_00043.jpg,-0.014100000262260437
img_00044.jpg,-0.018300000578165054
img_00045.jpg,-0.01940000057220459
img_00046.jpg,-0.018799999728798866
img_00047.jpg,-0.01679999940097332
img_00048.jpg,-0.01360000018030405
img_00049.jpg,-0.010999999940395355
img_00050.jpg,-0.00839999970048666
img_00051.jpg,0.005200000014156103
img_00052.jpg,0.007300000172108412
img_00053.jpg,0.013100000098347664
img_00054.jpg,0.018300000578165054
img_00055.jpg,0.02250000089406967
img_00056.jpg,0.02669999934732914
img_00057.jpg,0.02979999966919422
img_00058.jpg,0.03189999982714653
img_00059.jpg,0.032999999821186066
img_00060.jpg,0.03350000083446503
img_00061.jpg,0.032999999821186066
img_00062.jpg,0.03189999982714653
img_00063.jpg,0.030899999663233757
img_00064.jpg,0.02979999966919422
img_00065.jpg,0.026200000196695328
img_00066.jpg,0.0215000007301569
img_00067.jpg,0.015200000256299973
img_00068.jpg,0.00989999994635582
img_00069.jpg,-0.005799999926239252
img_00070.jpg,-0.005200000014156103
img_00071.jpg,-0.006800000090152025
img_00072.jpg,-0.006800000090152025
img_00073.jpg,-0.006800000090152025
img_00074.jpg,-0.005799999926239252
img_00075.jpg,-0.005200000014156103
img_00076.jpg,-0.00419999985024333
img_00077.jpg,-0.003100000089034438
img_00078.jpg,-0.003100000089034438
img_00079.jpg,-0.0015999999595806003
img_00080.jpg,-0.0010000000474974513
img_00081.jpg,-0.0005000000237487257
img_00082.jpg,-0.0005000000237487257
img_00083.jpg,-0.0005000000237487257
img_00084.jpg,-0.0005000000237487257
img_00085.jpg,-0.0005000000237487257
img_00086.jpg,-0.0005000000237487257
img_00087.jpg,-0.0005000000237487257
img_00088.jpg,-0.0005000000237487257
img_00089.jpg,-0.0010000000474974513
img_00090.jpg,-0.0010000000474974513
img_00091.jpg,-0.0010000000474974513
img_00092.jpg,-0.0010000000474974513
img_00093.jpg,-0.0015999999595806003
img_00094.jpg,-0.0015999999595806003
img_00095.jpg,-0.0015999999595806003
img_00096.jpg,-0.0015999999595806003
img_00097.jpg,-0.0015999999595806003
img_00098.jpg,-0.0015999999595806003
img_00099.jpg,-0.0010000000474974513
img_00100.jpg,-0.0010000000474974513
img_00101.jpg,-0.0010000000474974513
img_00102.jpg,-0.0010000000474974513
img_00103.jpg,-0.0010000000474974513
img_00104.jpg,-0.0010000000474974513
img_00105.jpg,-0.0010000000474974513
img_00106.jpg,-0.0010000000474974513
img_00107.jpg,-0.0010000000474974513
img_00108.jpg,-0.0010000000474974513
img_00109.jpg,-0.0010000000474974513
img_00110.jpg,-0.0010000000474974513
img_00111.jpg,-0.0015999999595806003
img_00112.jpg,-0.006300000008195639
img_00113.jpg,-0.012600000016391277
img_00114.jpg,-0.019899999722838402
img_00115.jpg,-0.02879999950528145
img_00116.jpg,-0.02879999950528145
img_00117.jpg,-0.042399998754262924
img_00118.jpg,-0.04560000076889992
img_00119.jpg,-0.05079999938607216
img_00120.jpg,-0.054499998688697815
img_00121.jpg,-0.06390000134706497
img_00122.jpg,-0.07850000262260437
img_00123.jpg,-0.09160000085830688
img_00124.jpg,-0.1031000018119812
img_00125.jpg,-0.1062999963760376
img_00126.jpg,-0.10000000149011612
img_00127.jpg,-0.08799999952316284
img_00128.jpg,-0.06750000268220901
img_00129.jpg,-0.047600001096725464
img_00130.jpg,-0.025699999183416367
img_00131.jpg,0.018300000578165054
img_00132.jpg,0.019899999722838402
img_00133.jpg,0.025100000202655792
img_00134.jpg,0.03460000082850456
img_00135.jpg,0.0471000000834465
img_00136.jpg,0.06069999933242798
img_00137.jpg,0.07670000195503235
img_00138.jpg,0.07750000059604645
img_00139.jpg,0.10000000149011612
img_00140.jpg,0.09480000287294388
img_00141.jpg,0.08479999750852585
img_00142.jpg,0.07169999927282333
img_00143.jpg,0.05290000140666962
img_00144.jpg,0.03610000014305115
img_00145.jpg,0.018300000578165054
img_00146.jpg,-0.01360000018030405
img_00147.jpg,-0.014100000262260437
img_00148.jpg,-0.01679999940097332
img_00149.jpg,-0.017799999564886093
img_00150.jpg,-0.01679999940097332
img_00151.jpg,-0.015200000256299973
img_00152.jpg,-0.012600000016391277
img_00153.jpg,-0.00989999994635582
img_00154.jpg,-0.010499999858438969
img_00155.jpg,-0.01360000018030405
img_00156.jpg,-0.01730000041425228
img_00157.jpg,-0.01730000041425228
img_00158.jpg,-0.026200000196695328
img_00159.jpg,-0.02979999966919422
img_00160.jpg,-0.032999999821186066
img_00161.jpg,-0.035100001841783524
img_00162.jpg,-0.03669999912381172
img_00163.jpg,-0.03720000013709068
img_00164.jpg,-0.03669999912381172
